Most common words,Absolute frequency,Relative frequency
lived,51.0,0.0002379608157856673
ugly,51.0,0.0002379608157856673
younger,51.0,0.0002379608157856673
makes,51.0,0.0002379608157856673
weak,51.0,0.0002379608157856673
thinking,51.0,0.0002379608157856673
pleased,51.0,0.0002379608157856673
whispered,51.0,0.0002379608157856673
wonder,51.0,0.0002379608157856673
seems,51.0,0.0002379608157856673
scarcely,51.0,0.0002379608157856673
grown,51.0,0.0002379608157856673
wise,51.0,0.0002379608157856673
clothes,51.0,0.0002379608157856673
drank,51.0,0.0002379608157856673
mace,51.0,0.0002379608157856673
lightning,51.0,0.0002379608157856673
freys,51.0,0.0002379608157856673
thenns,51.0,0.0002379608157856673
banners,50.0,0.00023329491743692872
crossed,50.0,0.00023329491743692872
telling,50.0,0.00023329491743692872
anyone,50.0,0.00023329491743692872
helped,50.0,0.00023329491743692872
tired,50.0,0.00023329491743692872
blew,50.0,0.00023329491743692872
ale,50.0,0.00023329491743692872
already,50.0,0.00023329491743692872
salt,50.0,0.00023329491743692872
sang,50.0,0.00023329491743692872
jarl,50.0,0.00023329491743692872
yunkai,50.0,0.00023329491743692872
follow,49.0,0.00022862901908819014
flowers,49.0,0.00022862901908819014
play,49.0,0.00022862901908819014
burn,49.0,0.00022862901908819014
amongst,49.0,0.00022862901908819014
unless,49.0,0.00022862901908819014
ahead,49.0,0.00022862901908819014
swore,49.0,0.00022862901908819014
sit,49.0,0.00022862901908819014
slain,49.0,0.00022862901908819014
softly,49.0,0.00022862901908819014
frightened,49.0,0.00022862901908819014
names,49.0,0.00022862901908819014
dry,49.0,0.00022862901908819014
dance,49.0,0.00022862901908819014
meereen,49.0,0.00022862901908819014
growing,48.0,0.00022396312073945157
tight,48.0,0.00022396312073945157
sense,48.0,0.00022396312073945157
twenty,48.0,0.00022396312073945157
catch,48.0,0.00022396312073945157
shoved,48.0,0.00022396312073945157
pretty,48.0,0.00022396312073945157
eyed,48.0,0.00022396312073945157
chains,48.0,0.00022396312073945157
royal,48.0,0.00022396312073945157
quite,48.0,0.00022396312073945157
claim,48.0,0.00022396312073945157
dontos,48.0,0.00022396312073945157
stump,48.0,0.00022396312073945157
fires,47.0,0.000219297222390713
forget,47.0,0.000219297222390713
count,47.0,0.000219297222390713
field,47.0,0.000219297222390713
read,47.0,0.000219297222390713
shout,47.0,0.000219297222390713
sudden,47.0,0.000219297222390713
feared,47.0,0.000219297222390713
hidden,47.0,0.000219297222390713
slipped,47.0,0.000219297222390713
large,47.0,0.000219297222390713
somehow,47.0,0.000219297222390713
sept,47.0,0.000219297222390713
maiden,47.0,0.000219297222390713
carried,47.0,0.000219297222390713
however,47.0,0.000219297222390713
tale,47.0,0.000219297222390713
offer,47.0,0.000219297222390713
eddard,47.0,0.000219297222390713
greatjon,47.0,0.000219297222390713
body,46.0,0.00021463132404197442
attack,46.0,0.00021463132404197442
clean,46.0,0.00021463132404197442
kicked,46.0,0.00021463132404197442
breeches,46.0,0.00021463132404197442
fierce,46.0,0.00021463132404197442
courage,46.0,0.00021463132404197442
trust,46.0,0.00021463132404197442
harm,46.0,0.00021463132404197442
window,46.0,0.00021463132404197442
peace,46.0,0.00021463132404197442
inn,46.0,0.00021463132404197442
land,46.0,0.00021463132404197442
roose,46.0,0.00021463132404197442
grabbed,46.0,0.00021463132404197442
service,46.0,0.00021463132404197442
lake,46.0,0.00021463132404197442
hoped,46.0,0.00021463132404197442
demanded,46.0,0.00021463132404197442
spare,46.0,0.00021463132404197442
god,46.0,0.00021463132404197442
mallister,46.0,0.00021463132404197442
castles,46.0,0.00021463132404197442
means,45.0,0.00020996542569323584
ravens,45.0,0.00020996542569323584
fur,45.0,0.00020996542569323584
host,45.0,0.00020996542569323584
birds,45.0,0.00020996542569323584
milk,45.0,0.00020996542569323584
lead,45.0,0.00020996542569323584
joined,45.0,0.00020996542569323584
murder,45.0,0.00020996542569323584
swung,45.0,0.00020996542569323584
rolled,45.0,0.00020996542569323584
wounded,45.0,0.00020996542569323584
eyrie,45.0,0.00020996542569323584
companions,45.0,0.00020996542569323584
naked,45.0,0.00020996542569323584
power,45.0,0.00020996542569323584
justice,45.0,0.00020996542569323584
gown,45.0,0.00020996542569323584
songs,45.0,0.00020996542569323584
marsh,45.0,0.00020996542569323584
wool,44.0,0.00020529952734449727
qhorin,44.0,0.00020529952734449727
rivers,44.0,0.00020529952734449727
woods,44.0,0.00020529952734449727
line,44.0,0.00020529952734449727
bone,44.0,0.00020529952734449727
wild,44.0,0.00020529952734449727
dreamed,44.0,0.00020529952734449727
rise,44.0,0.00020529952734449727
painted,44.0,0.00020529952734449727
leaned,44.0,0.00020529952734449727
afraid,44.0,0.00020529952734449727
learn,44.0,0.00020529952734449727
lives,44.0,0.00020529952734449727
murdered,44.0,0.00020529952734449727
nodded,44.0,0.00020529952734449727
sad,44.0,0.00020529952734449727
theon,44.0,0.00020529952734449727
bride,44.0,0.00020529952734449727
stronger,44.0,0.00020529952734449727
court,44.0,0.00020529952734449727
bay,44.0,0.00020529952734449727
meet,44.0,0.00020529952734449727
saan,44.0,0.00020529952734449727
targaryen,44.0,0.00020529952734449727
steal,44.0,0.00020529952734449727
laughter,44.0,0.00020529952734449727
donal,44.0,0.00020529952734449727
sick,43.0,0.0002006336289957587
decided,43.0,0.0002006336289957587
hungry,43.0,0.0002006336289957587
steward,43.0,0.0002006336289957587
torches,43.0,0.0002006336289957587
everyone,43.0,0.0002006336289957587
quickly,43.0,0.0002006336289957587
forth,43.0,0.0002006336289957587
likely,43.0,0.0002006336289957587
morrow,43.0,0.0002006336289957587
bound,43.0,0.0002006336289957587
recall,43.0,0.0002006336289957587
afterward,43.0,0.0002006336289957587
weight,43.0,0.0002006336289957587
comes,43.0,0.0002006336289957587
vargo,43.0,0.0002006336289957587
whore,43.0,0.0002006336289957587
redwyne,43.0,0.0002006336289957587
whether,43.0,0.0002006336289957587
stranger,43.0,0.0002006336289957587
stars,43.0,0.0002006336289957587
lot,43.0,0.0002006336289957587
alliser,43.0,0.0002006336289957587
daario,43.0,0.0002006336289957587
clever,42.0,0.00019596773064702012
