Most common words,Absolute frequency,Relative frequency
horse,214.0,0.0012915218230977212
hot,210.0,0.0012673812282734647
done,209.0,0.0012613460795674006
many,209.0,0.0012613460795674006
feet,208.0,0.0012553109308613365
found,208.0,0.0012553109308613365
green,208.0,0.0012553109308613365
another,206.0,0.0012432406334492083
stone,202.0,0.0012191000386249516
wine,202.0,0.0012191000386249516
wall,200.0,0.0012070297412128234
last,199.0,0.0012009945925067593
woman,198.0,0.0011949594438006952
hands,197.0,0.001188924295094631
may,195.0,0.0011768539976825029
better,193.0,0.0011647837002703746
sister,191.0,0.0011527134028582464
battle,191.0,0.0011527134028582464
name,190.0,0.0011466782541521823
robert,190.0,0.0011466782541521823
give,190.0,0.0011466782541521823
dark,190.0,0.0011466782541521823
beneath,189.0,0.0011406431054461182
city,189.0,0.0011406431054461182
house,188.0,0.001134607956740054
mother,187.0,0.00112857280803399
grace,187.0,0.00112857280803399
sea,184.0,0.0011104673619157976
gone,184.0,0.0011104673619157976
always,183.0,0.0011044322132097335
iron,182.0,0.0010983970645036694
small,181.0,0.0010923619157976053
sent,181.0,0.0010923619157976053
hair,181.0,0.0010923619157976053
high,180.0,0.0010863267670915412
cloak,179.0,0.001080291618385477
fingers,178.0,0.001074256469679413
door,178.0,0.001074256469679413
find,177.0,0.0010682213209733489
dany,176.0,0.0010621861722672848
place,175.0,0.0010561510235612206
put,175.0,0.0010561510235612206
grey,174.0,0.0010501158748551565
seen,169.0,0.0010199401313248358
perhaps,168.0,0.0010139049826187717
others,167.0,0.0010078698339127075
stood,166.0,0.0010018346852066434
get,166.0,0.0010018346852066434
yes,166.0,0.0010018346852066434
watch,165.0,0.0009957995365005793
beside,165.0,0.0009957995365005793
right,165.0,0.0009957995365005793
shall,164.0,0.0009897643877945152
true,163.0,0.000983729239088451
lords,162.0,0.000977694090382387
mouth,161.0,0.0009716589416763229
hundred,160.0,0.0009656237929702588
varys,157.0,0.0009475183468520664
help,156.0,0.0009414831981460023
voice,156.0,0.0009414831981460023
years,154.0,0.0009294129007338741
side,152.0,0.0009173426033217459
wanted,152.0,0.0009173426033217459
sweet,151.0,0.0009113074546156818
brought,148.0,0.0008932020084974893
brothers,147.0,0.0008871668597914252
steel,146.0,0.0008811317110853611
fool,145.0,0.000875096562379297
wolf,145.0,0.000875096562379297
past,144.0,0.0008690614136732329
wind,144.0,0.0008690614136732329
felt,143.0,0.0008630262649671688
taken,143.0,0.0008630262649671688
horses,141.0,0.0008509559675550406
hodor,141.0,0.0008509559675550406
light,140.0,0.0008449208188489765
something,139.0,0.0008388856701429123
prince,138.0,0.0008328505214368482
far,137.0,0.0008268153727307841
leave,137.0,0.0008268153727307841
hall,136.0,0.00082078022402472
storm,135.0,0.0008147450753186559
lost,135.0,0.0008147450753186559
fear,135.0,0.0008147450753186559
cold,135.0,0.0008147450753186559
wood,135.0,0.0008147450753186559
along,134.0,0.0008087099266125917
tower,133.0,0.0008026747779065276
arms,133.0,0.0008026747779065276
pie,133.0,0.0008026747779065276
heart,132.0,0.0007966396292004635
sound,132.0,0.0007966396292004635
north,131.0,0.0007906044804943993
got,131.0,0.0007906044804943993
mean,130.0,0.0007845693317883352
open,130.0,0.0007845693317883352
thing,129.0,0.0007785341830822711
rest,129.0,0.0007785341830822711
strong,129.0,0.0007785341830822711
bear,128.0,0.000772499034376207
young,127.0,0.0007664638856701429
moment,126.0,0.0007604287369640788
killed,126.0,0.0007604287369640788
child,125.0,0.0007543935882580147
bed,125.0,0.0007543935882580147
tried,125.0,0.0007543935882580147
yoren,125.0,0.0007543935882580147
daughter,124.0,0.0007483584395519506
soon,124.0,0.0007483584395519506
best,124.0,0.0007483584395519506
rode,123.0,0.0007423232908458865
part,122.0,0.0007362881421398224
mormont,122.0,0.0007362881421398224
almost,121.0,0.0007302529934337582
close,121.0,0.0007302529934337582
word,120.0,0.0007242178447276941
without,120.0,0.0007242178447276941
new,120.0,0.0007242178447276941
words,119.0,0.00071818269602163
love,119.0,0.00071818269602163
landing,119.0,0.00071818269602163
uncle,119.0,0.00071818269602163
knights,119.0,0.00071818269602163
kill,119.0,0.00071818269602163
tywin,119.0,0.00071818269602163
sat,118.0,0.0007121475473155658
die,117.0,0.0007061123986095017
certain,117.0,0.0007061123986095017
summer,115.0,0.0006940421011973735
laughed,115.0,0.0006940421011973735
harrenhal,115.0,0.0006940421011973735
war,114.0,0.0006880069524913094
died,113.0,0.0006819718037852453
river,113.0,0.0006819718037852453
jaime,113.0,0.0006819718037852453
bring,112.0,0.0006759366550791811
raised,112.0,0.0006759366550791811
call,112.0,0.0006759366550791811
pale,111.0,0.000669901506373117
send,111.0,0.000669901506373117
ran,110.0,0.0006638663576670529
thousand,109.0,0.0006578312089609888
reached,109.0,0.0006578312089609888
command,108.0,0.0006517960602549247
set,108.0,0.0006517960602549247
bastard,108.0,0.0006517960602549247
rose,107.0,0.0006457609115488606
sleep,107.0,0.0006457609115488606
smiled,107.0,0.0006457609115488606
talk,107.0,0.0006457609115488606
brienne,107.0,0.0006457609115488606
life,106.0,0.0006397257628427965
silver,106.0,0.0006397257628427965
table,106.0,0.0006397257628427965
walder,106.0,0.0006397257628427965
blue,105.0,0.0006336906141367324
children,105.0,0.0006336906141367324
throat,105.0,0.0006336906141367324
gate,105.0,0.0006336906141367324
fight,105.0,0.0006336906141367324
inside,104.0,0.0006276554654306683
big,104.0,0.0006276554654306683
death,104.0,0.0006276554654306683
toward,104.0,0.0006276554654306683
cloaks,104.0,0.0006276554654306683
near,103.0,0.0006216203167246041
smile,103.0,0.0006216203167246041
luwin,103.0,0.0006216203167246041
together,102.0,0.0006155851680185399
air,102.0,0.0006155851680185399
speak,101.0,0.0006095500193124758
rock,101.0,0.0006095500193124758
next,101.0,0.0006095500193124758
remembered,101.0,0.0006095500193124758
hold,101.0,0.0006095500193124758
cut,101.0,0.0006095500193124758
feel,101.0,0.0006095500193124758
beyond,99.0,0.0005974797219003476
oh,99.0,0.0005974797219003476
sons,99.0,0.0005974797219003476
bloody,99.0,0.0005974797219003476
rodrik,99.0,0.0005974797219003476
upon,98.0,0.0005914445731942835
moved,98.0,0.0005914445731942835
ground,98.0,0.0005914445731942835
golden,98.0,0.0005914445731942835
ride,98.0,0.0005914445731942835
people,98.0,0.0005914445731942835
days,97.0,0.0005854094244882194
remember,97.0,0.0005854094244882194
cup,97.0,0.0005854094244882194
smell,97.0,0.0005854094244882194
trees,97.0,0.0005854094244882194
tall,96.0,0.0005793742757821553
baratheon,96.0,0.0005793742757821553
else,96.0,0.0005793742757821553
broken,96.0,0.0005793742757821553
gendry,96.0,0.0005793742757821553
believe,95.0,0.0005733391270760912
arm,95.0,0.0005733391270760912
free,95.0,0.0005733391270760912
morning,95.0,0.0005733391270760912
given,95.0,0.0005733391270760912
fell,95.0,0.0005733391270760912
things,95.0,0.0005733391270760912
guards,95.0,0.0005733391270760912
truth,94.0,0.000567303978370027
four,94.0,0.000567303978370027
teeth,94.0,0.000567303978370027
squire,94.0,0.000567303978370027
ships,93.0,0.0005612688296639629
women,93.0,0.0005612688296639629
pulled,93.0,0.0005612688296639629
full,93.0,0.0005612688296639629
going,93.0,0.0005612688296639629
shadow,92.0,0.0005552336809578988
safe,92.0,0.0005552336809578988
dragons,91.0,0.0005491985322518347
ghost,91.0,0.0005491985322518347
burned,90.0,0.0005431633835457706
meant,90.0,0.0005431633835457706
held,90.0,0.0005431633835457706
riverrun,90.0,0.0005431633835457706
qhorin,90.0,0.0005431633835457706
someone,89.0,0.0005371282348397065
heavy,89.0,0.0005371282348397065
wife,89.0,0.0005371282348397065
seven,89.0,0.0005371282348397065
empty,89.0,0.0005371282348397065
frey,88.0,0.0005310930861336424
matter,88.0,0.0005310930861336424
commanded,88.0,0.0005310930861336424
swords,88.0,0.0005310930861336424
bronn,88.0,0.0005310930861336424
soft,87.0,0.0005250579374275783
room,87.0,0.0005250579374275783
wolves,87.0,0.0005250579374275783
south,87.0,0.0005250579374275783
foot,86.0,0.000519022788721514
thick,86.0,0.000519022788721514
honor,86.0,0.000519022788721514
outside,85.0,0.0005129876400154499
watched,85.0,0.0005129876400154499
helm,85.0,0.0005129876400154499
crown,85.0,0.0005129876400154499
steps,85.0,0.0005129876400154499
since,85.0,0.0005129876400154499
neck,84.0,0.0005069524913093858
home,84.0,0.0005069524913093858
coming,84.0,0.0005069524913093858
hope,84.0,0.0005069524913093858
alone,84.0,0.0005069524913093858
littlefinger,84.0,0.0005069524913093858
burning,84.0,0.0005069524913093858
cressen,83.0,0.0005009173426033217
shouted,83.0,0.0005009173426033217
snow,83.0,0.0005009173426033217
world,83.0,0.0005009173426033217
ask,83.0,0.0005009173426033217
turn,83.0,0.0005009173426033217
closed,82.0,0.0004948821938972576
boys,82.0,0.0004948821938972576
ten,81.0,0.0004888470451911935
liked,81.0,0.0004888470451911935
followed,81.0,0.0004888470451911935
answer,81.0,0.0004888470451911935
lannisters,81.0,0.0004888470451911935
lommy,81.0,0.0004888470451911935
sam,81.0,0.0004888470451911935
yard,80.0,0.0004828118964851294
wore,80.0,0.0004828118964851294
guard,80.0,0.0004828118964851294
captain,80.0,0.0004828118964851294
rickon,80.0,0.0004828118964851294
balon,80.0,0.0004828118964851294
throne,79.0,0.0004767767477790653
began,79.0,0.0004767767477790653
gates,79.0,0.0004767767477790653
smoke,79.0,0.0004767767477790653
flames,79.0,0.0004767767477790653
deep,79.0,0.0004767767477790653
axe,79.0,0.0004767767477790653
passed,78.0,0.00047074159907300117
lay,78.0,0.00047074159907300117
thin,77.0,0.00046470645036693705
ears,77.0,0.00046470645036693705
return,77.0,0.00046470645036693705
sun,77.0,0.00046470645036693705
says,77.0,0.00046470645036693705
skin,76.0,0.00045867130166087294
seem,76.0,0.00045867130166087294
moon,76.0,0.00045867130166087294
lips,76.0,0.00045867130166087294
armor,76.0,0.00045867130166087294
hurt,76.0,0.00045867130166087294
shae,76.0,0.00045867130166087294
run,76.0,0.00045867130166087294
less,75.0,0.00045263615295480883
known,75.0,0.00045263615295480883
brown,75.0,0.00045263615295480883
mine,75.0,0.00045263615295480883
afraid,75.0,0.00045263615295480883
times,75.0,0.00045263615295480883
greyjoy,74.0,0.00044660100424874467
strength,74.0,0.00044660100424874467
different,74.0,0.00044660100424874467
food,74.0,0.00044660100424874467
filled,73.0,0.00044056585554268056
leather,73.0,0.00044056585554268056
ned,73.0,0.00044056585554268056
opened,73.0,0.00044056585554268056
hound,73.0,0.00044056585554268056
craster,73.0,0.00044056585554268056
legs,72.0,0.00043453070683661645
truly,72.0,0.00043453070683661645
sometimes,72.0,0.00043453070683661645
work,72.0,0.00043453070683661645
ought,72.0,0.00043453070683661645
fall,72.0,0.00043453070683661645
eye,72.0,0.00043453070683661645
dream,72.0,0.00043453070683661645
bad,71.0,0.00042849555813055234
named,71.0,0.00042849555813055234
eddard,71.0,0.00042849555813055234
shoulder,71.0,0.00042849555813055234
tongue,71.0,0.00042849555813055234
please,71.0,0.00042849555813055234
blade,71.0,0.00042849555813055234
tree,71.0,0.00042849555813055234
bolton,71.0,0.00042849555813055234
wondered,70.0,0.0004224604094244882
led,70.0,0.0004224604094244882
power,70.0,0.0004224604094244882
use,70.0,0.0004224604094244882
god,70.0,0.0004224604094244882
caught,70.0,0.0004224604094244882
spear,70.0,0.0004224604094244882
bright,69.0,0.0004164252607184241
realm,69.0,0.0004164252607184241
sight,69.0,0.0004164252607184241
suddenly,69.0,0.0004164252607184241
sky,68.0,0.00041039011201236
bones,68.0,0.00041039011201236
bird,68.0,0.00041039011201236
care,68.0,0.00041039011201236
taste,68.0,0.00041039011201236
used,67.0,0.00040435496330629584
raven,67.0,0.00040435496330629584
loved,67.0,0.00040435496330629584
within,67.0,0.00040435496330629584
host,67.0,0.00040435496330629584
heir,67.0,0.00040435496330629584
serve,67.0,0.00040435496330629584
pushed,67.0,0.00040435496330629584
line,67.0,0.00040435496330629584
jorah,67.0,0.00040435496330629584
sure,66.0,0.00039831981460023173
ship,66.0,0.00039831981460023173
kept,66.0,0.00039831981460023173
seat,66.0,0.00039831981460023173
none,66.0,0.00039831981460023173
second,66.0,0.00039831981460023173
waiting,65.0,0.0003922846658941676
returned,65.0,0.0003922846658941676
breath,65.0,0.0003922846658941676
direwolf,65.0,0.0003922846658941676
xaro,65.0,0.0003922846658941676
song,64.0,0.0003862495171881035
fighting,64.0,0.0003862495171881035
osha,64.0,0.0003862495171881035
weese,64.0,0.0003862495171881035
mind,63.0,0.0003802143684820394
dozen,63.0,0.0003802143684820394
grew,63.0,0.0003802143684820394
friend,63.0,0.0003802143684820394
aside,63.0,0.0003802143684820394
finally,63.0,0.0003802143684820394
mud,63.0,0.0003802143684820394
drew,63.0,0.0003802143684820394
lifted,63.0,0.0003802143684820394
edmure,63.0,0.0003802143684820394
jojen,63.0,0.0003802143684820394
often,62.0,0.0003741792197759753
eat,62.0,0.0003741792197759753
stay,62.0,0.0003741792197759753
banners,62.0,0.0003741792197759753
shoulders,62.0,0.0003741792197759753
stones,62.0,0.0003741792197759753
shield,62.0,0.0003741792197759753
heads,62.0,0.0003741792197759753
dreams,61.0,0.0003681440710699112
least,61.0,0.0003681440710699112
dragon,61.0,0.0003681440710699112
commander,61.0,0.0003681440710699112
whole,61.0,0.0003681440710699112
looking,61.0,0.0003681440710699112
covered,61.0,0.0003681440710699112
meera,61.0,0.0003681440710699112
either,60.0,0.00036210892236384707
longer,60.0,0.00036210892236384707
salt,60.0,0.00036210892236384707
year,60.0,0.00036210892236384707
doubt,60.0,0.00036210892236384707
stop,60.0,0.00036210892236384707
banner,60.0,0.00036210892236384707
maybe,60.0,0.00036210892236384707
wooden,60.0,0.00036210892236384707
anything,60.0,0.00036210892236384707
septon,60.0,0.00036210892236384707
godswood,60.0,0.00036210892236384707
late,59.0,0.0003560737736577829
camp,59.0,0.0003560737736577829
bread,59.0,0.0003560737736577829
round,59.0,0.0003560737736577829
sharp,59.0,0.0003560737736577829
promised,59.0,0.0003560737736577829
fat,59.0,0.0003560737736577829
wants,59.0,0.0003560737736577829
show,58.0,0.0003500386249517188
cannot,58.0,0.0003500386249517188
wed,58.0,0.0003500386249517188
point,58.0,0.0003500386249517188
dogs,58.0,0.0003500386249517188
council,58.0,0.0003500386249517188
threw,58.0,0.0003500386249517188
floor,58.0,0.0003500386249517188
eunuch,58.0,0.0003500386249517188
among,58.0,0.0003500386249517188
wet,57.0,0.0003440034762456547
instead,57.0,0.0003440034762456547
brave,57.0,0.0003440034762456547
shadows,57.0,0.0003440034762456547
common,57.0,0.0003440034762456547
belly,57.0,0.0003440034762456547
tommen,57.0,0.0003440034762456547
lancel,57.0,0.0003440034762456547
swear,57.0,0.0003440034762456547
fallen,56.0,0.00033796832753959057
declared,56.0,0.00033796832753959057
rain,56.0,0.00033796832753959057
shook,56.0,0.00033796832753959057
nose,56.0,0.00033796832753959057
angry,56.0,0.00033796832753959057
carried,56.0,0.00033796832753959057
wish,56.0,0.00033796832753959057
jaqen,56.0,0.00033796832753959057
maid,56.0,0.00033796832753959057
twenty,55.0,0.00033193317883352646
later,55.0,0.00033193317883352646
making,55.0,0.00033193317883352646
beard,55.0,0.00033193317883352646
darkness,55.0,0.00033193317883352646
field,55.0,0.00033193317883352646
glanced,55.0,0.00033193317883352646
poor,55.0,0.00033193317883352646
dog,55.0,0.00033193317883352646
west,55.0,0.00033193317883352646
forward,55.0,0.00033193317883352646
sooner,54.0,0.00032589803012746235
towers,54.0,0.00032589803012746235
chain,54.0,0.00032589803012746235
broke,54.0,0.00032589803012746235
ahead,54.0,0.00032589803012746235
climbed,54.0,0.00032589803012746235
wait,54.0,0.00032589803012746235
low,54.0,0.00032589803012746235
lands,54.0,0.00032589803012746235
remained,54.0,0.00032589803012746235
doors,54.0,0.00032589803012746235
pointed,54.0,0.00032589803012746235
riding,54.0,0.00032589803012746235
stupid,54.0,0.00032589803012746235
older,54.0,0.00032589803012746235
knelt,54.0,0.00032589803012746235
spoke,53.0,0.00031986288142139824
walked,53.0,0.00031986288142139824
answered,53.0,0.00031986288142139824
sit,53.0,0.00031986288142139824
pray,53.0,0.00031986288142139824
letter,53.0,0.00031986288142139824
faces,53.0,0.00031986288142139824
anyone,53.0,0.00031986288142139824
fish,53.0,0.00031986288142139824
service,53.0,0.00031986288142139824
saddle,53.0,0.00031986288142139824
chest,53.0,0.00031986288142139824
lion,53.0,0.00031986288142139824
master,53.0,0.00031986288142139824
dwarf,53.0,0.00031986288142139824
crows,53.0,0.00031986288142139824
slain,53.0,0.00031986288142139824
serving,53.0,0.00031986288142139824
horn,53.0,0.00031986288142139824
pyke,53.0,0.00031986288142139824
flesh,52.0,0.00031382773271533413
five,52.0,0.00031382773271533413
oars,52.0,0.00031382773271533413
silent,52.0,0.00031382773271533413
leaves,52.0,0.00031382773271533413
neither,52.0,0.00031382773271533413
silk,52.0,0.00031382773271533413
quick,52.0,0.00031382773271533413
front,52.0,0.00031382773271533413
joff,52.0,0.00031382773271533413
dontos,52.0,0.00031382773271533413
forgotten,51.0,0.00030779258400926996
stopped,51.0,0.00030779258400926996
whose,51.0,0.00030779258400926996
lie,51.0,0.00030779258400926996
window,51.0,0.00030779258400926996
slynt,51.0,0.00030779258400926996
quiet,51.0,0.00030779258400926996
yellow,51.0,0.00030779258400926996
onto,51.0,0.00030779258400926996
tyrell,50.0,0.00030175743530320585
dragonstone,50.0,0.00030175743530320585
hung,50.0,0.00030175743530320585
square,50.0,0.00030175743530320585
needed,50.0,0.00030175743530320585
victory,50.0,0.00030175743530320585
knees,50.0,0.00030175743530320585
whispered,50.0,0.00030175743530320585
pycelle,50.0,0.00030175743530320585
asha,50.0,0.00030175743530320585
dawn,49.0,0.00029572228659714174
served,49.0,0.00029572228659714174
body,49.0,0.00029572228659714174
pass,49.0,0.00029572228659714174
wide,49.0,0.00029572228659714174
worse,49.0,0.00029572228659714174
cried,49.0,0.00029572228659714174
running,49.0,0.00029572228659714174
wonder,49.0,0.00029572228659714174
clegane,49.0,0.00029572228659714174
live,49.0,0.00029572228659714174
realized,49.0,0.00029572228659714174
means,48.0,0.00028968713789107763
narrow,48.0,0.00028968713789107763
arryn,48.0,0.00028968713789107763
reach,48.0,0.00028968713789107763
offered,48.0,0.00028968713789107763
slid,48.0,0.00028968713789107763
sept,48.0,0.00028968713789107763
wrong,48.0,0.00028968713789107763
bit,48.0,0.00028968713789107763
save,48.0,0.00028968713789107763
halfhand,48.0,0.00028968713789107763
army,47.0,0.0002836519891850135
grown,47.0,0.0002836519891850135
seems,47.0,0.0002836519891850135
kingdoms,47.0,0.0002836519891850135
able,47.0,0.0002836519891850135
stars,47.0,0.0002836519891850135
tight,47.0,0.0002836519891850135
thank,47.0,0.0002836519891850135
melisandre,47.0,0.0002836519891850135
beautiful,47.0,0.0002836519891850135
instant,47.0,0.0002836519891850135
dagger,47.0,0.0002836519891850135
drink,47.0,0.0002836519891850135
mandon,47.0,0.0002836519891850135
janos,47.0,0.0002836519891850135
chance,47.0,0.0002836519891850135
fires,47.0,0.0002836519891850135
amory,47.0,0.0002836519891850135
warm,46.0,0.0002776168404789494
nodded,46.0,0.0002776168404789494
names,46.0,0.0002776168404789494
sworn,46.0,0.0002776168404789494
bare,46.0,0.0002776168404789494
aegon,46.0,0.0002776168404789494
starks,46.0,0.0002776168404789494
islands,46.0,0.0002776168404789494
stepped,46.0,0.0002776168404789494
drowned,46.0,0.0002776168404789494
imp,46.0,0.0002776168404789494
large,46.0,0.0002776168404789494
admitted,46.0,0.0002776168404789494
wildlings,46.0,0.0002776168404789494
ill,45.0,0.0002715816917728853
grow,45.0,0.0002715816917728853
pain,45.0,0.0002715816917728853
today,45.0,0.0002715816917728853
tonight,45.0,0.0002715816917728853
slow,45.0,0.0002715816917728853
courage,45.0,0.0002715816917728853
easy,45.0,0.0002715816917728853
leg,45.0,0.0002715816917728853
try,45.0,0.0002715816917728853
east,45.0,0.0002715816917728853
drunk,45.0,0.0002715816917728853
peace,45.0,0.0002715816917728853
ago,45.0,0.0002715816917728853
shore,45.0,0.0002715816917728853
cortnay,45.0,0.0002715816917728853
kings,44.0,0.0002655465430668212
meat,44.0,0.0002655465430668212
rocks,44.0,0.0002655465430668212
grabbed,44.0,0.0002655465430668212
atop,44.0,0.0002655465430668212
aye,44.0,0.0002655465430668212
kingsguard,44.0,0.0002655465430668212
sort,44.0,0.0002655465430668212
sense,44.0,0.0002655465430668212
trying,44.0,0.0002655465430668212
pleased,44.0,0.0002655465430668212
sail,44.0,0.0002655465430668212
started,44.0,0.0002655465430668212
born,44.0,0.0002655465430668212
huge,44.0,0.0002655465430668212
trust,44.0,0.0002655465430668212
cleos,44.0,0.0002655465430668212
pretty,43.0,0.000259511394360757
clever,43.0,0.000259511394360757
hour,43.0,0.000259511394360757
reminded,43.0,0.000259511394360757
short,43.0,0.000259511394360757
learn,43.0,0.000259511394360757
watching,43.0,0.000259511394360757
somehow,43.0,0.000259511394360757
coin,43.0,0.000259511394360757
nan,43.0,0.000259511394360757
comet,42.0,0.0002534762456546929
walk,42.0,0.0002534762456546929
tale,42.0,0.0002534762456546929
shouting,42.0,0.0002534762456546929
silence,42.0,0.0002534762456546929
crow,42.0,0.0002534762456546929
spread,41.0,0.0002474410969486288
ravens,41.0,0.0002474410969486288
makes,41.0,0.0002474410969486288
screamed,41.0,0.0002474410969486288
village,41.0,0.0002474410969486288
rise,41.0,0.0002474410969486288
fist,41.0,0.0002474410969486288
finger,41.0,0.0002474410969486288
clean,41.0,0.0002474410969486288
mountains,41.0,0.0002474410969486288
thirty,41.0,0.0002474410969486288
bannermen,41.0,0.0002474410969486288
whatever,41.0,0.0002474410969486288
knee,41.0,0.0002474410969486288
feast,41.0,0.0002474410969486288
bedchamber,41.0,0.0002474410969486288
understand,41.0,0.0002474410969486288
agreed,41.0,0.0002474410969486288
laid,41.0,0.0002474410969486288
dreamed,41.0,0.0002474410969486288
crimson,41.0,0.0002474410969486288
myrcella,41.0,0.0002474410969486288
eight,41.0,0.0002474410969486288
mounted,41.0,0.0002474410969486288
rising,41.0,0.0002474410969486288
knows,41.0,0.0002474410969486288
fine,41.0,0.0002474410969486288
aemon,41.0,0.0002474410969486288
whore,41.0,0.0002474410969486288
six,41.0,0.0002474410969486288
rorge,41.0,0.0002474410969486288
jacelyn,41.0,0.0002474410969486288
thrust,41.0,0.0002474410969486288
stonesnake,41.0,0.0002474410969486288
highgarden,40.0,0.0002414059482425647
terrible,40.0,0.0002414059482425647
flame,40.0,0.0002414059482425647
taking,40.0,0.0002414059482425647
comes,40.0,0.0002414059482425647
mountain,40.0,0.0002414059482425647
laughter,40.0,0.0002414059482425647
closer,40.0,0.0002414059482425647
living,40.0,0.0002414059482425647
wings,40.0,0.0002414059482425647
naked,40.0,0.0002414059482425647
rich,40.0,0.0002414059482425647
alive,40.0,0.0002414059482425647
knife,40.0,0.0002414059482425647
likely,40.0,0.0002414059482425647
stand,40.0,0.0002414059482425647
join,40.0,0.0002414059482425647
waited,40.0,0.0002414059482425647
slowly,40.0,0.0002414059482425647
touched,40.0,0.0002414059482425647
torches,40.0,0.0002414059482425647
fought,40.0,0.0002414059482425647
burn,40.0,0.0002414059482425647
mail,40.0,0.0002414059482425647
petyr,40.0,0.0002414059482425647
girls,40.0,0.0002414059482425647
voices,40.0,0.0002414059482425647
crossed,40.0,0.0002414059482425647
ranger,40.0,0.0002414059482425647
deck,40.0,0.0002414059482425647
shagga,40.0,0.0002414059482425647
florent,39.0,0.00023537079953650058
met,39.0,0.00023537079953650058
shout,39.0,0.00023537079953650058
ones,39.0,0.00023537079953650058
forest,39.0,0.00023537079953650058
thinking,39.0,0.00023537079953650058
earth,39.0,0.00023537079953650058
apart,39.0,0.00023537079953650058
everyone,39.0,0.00023537079953650058
everything,39.0,0.00023537079953650058
cloth,39.0,0.00023537079953650058
ice,39.0,0.00023537079953650058
boros,39.0,0.00023537079953650058
question,39.0,0.00023537079953650058
breast,39.0,0.00023537079953650058
helped,39.0,0.00023537079953650058
