Most common words,GOT1 relative frequency,GOT2 relative frequency,Relative frequency difference
dwarf,0.00031986288142139824,0.0004245967497352103,0.00010473386831381205
seemed,0.0013035921205098494,0.0011991358756258137,0.00010445624488403574
seem,0.00045867130166087294,0.00035460827450413163,0.00010406302715674132
lie,0.00030779258400926996,0.00041059905468899453,0.00010280647067972457
others,0.0010078698339127075,0.0009051842796552835,0.00010268555425742407
lad,0.00014484356894553882,0.0002472926124831444,0.0001024490435376056
hand,0.0030055040556199305,0.0031074883002598906,0.00010198424463996004
kind,0.00022933565083043647,0.0003312787827604388,0.0001019431319300023
try,0.0002715816917728853,0.00037327186789908593,0.00010169017612620063
loved,0.00040435496330629584,0.0003032833926680073,0.00010107157063828852
tired,0.0001327732715334106,0.00023329491743692872,0.00010052164590351813
attack,0.00011466782541521824,0.00021463132404197442,9.996349862675618e-05
coming,0.0005069524913093858,0.0006065667853360146,9.961429402662882e-05
yes,0.0010018346852066434,0.0011011520103023035,9.931732509566005e-05
fought,0.0002414059482425647,0.00034061057945791593,9.920463121535124e-05
bright,0.0004164252607184241,0.0003172810877142231,9.914417300420104e-05
shoulder,0.00042849555813055234,0.0005272465134074589,9.875095527690656e-05
however,0.00012070297412128235,0.000219297222390713,9.859424826943065e-05
fell,0.0005733391270760912,0.0006718893622183548,9.855023514226361e-05
kings,0.0002655465430668212,0.0003639400712016088,9.839352813478759e-05
first,0.0015208574739281576,0.0016190667270122854,9.82092530841278e-05
mercy,0.00020519505600618,0.0003032833926680073,9.808833666182732e-05
hoster,0.00014484356894553882,0.00024262671413440587,9.778314518886705e-05
believe,0.0005733391270760912,0.0004759216315713346,9.741749550475656e-05
ahead,0.00032589803012746235,0.00022862901908819014,9.72690110392722e-05
bronn,0.0005310930861336424,0.00043392854643268744,9.716453970095494e-05
young,0.0007664638856701429,0.0008631911945166362,9.672730884649331e-05
fear,0.0008147450753186559,0.0007185483457057405,9.619672961291544e-05
ones,0.00023537079953650058,0.0003312787827604388,9.59079832239382e-05
twisted,0.00023537079953650058,0.0003312787827604388,9.59079832239382e-05
south,0.0005250579374275783,0.00042926264808394884,9.579528934362943e-05
close,0.0007302529934337582,0.0006345621754284462,9.569081800531209e-05
wondered,0.0004224604094244882,0.0005179147167099818,9.545430728549357e-05
chest,0.00031986288142139824,0.00041526495303773314,9.54020716163349e-05
ship,0.00039831981460023173,0.0003032833926680073,9.50364219322244e-05
dead,0.0019795287755890304,0.001885022932890384,9.450584269864648e-05
window,0.00030779258400926996,0.00021463132404197442,9.316125996729555e-05
bones,0.00041039011201236,0.0003172810877142231,9.310902429813693e-05
shield,0.0003741792197759753,0.00046658983487385744,9.241061509788215e-05
liked,0.0004888470451911935,0.00039660135964277883,9.224568554841466e-05
common,0.0003440034762456547,0.000251958510831883,9.204496541377166e-05
different,0.00044660100424874467,0.00035460827450413163,9.199272974461304e-05
slain,0.00031986288142139824,0.00022862901908819014,9.12338623332081e-05
sit,0.00031986288142139824,0.00022862901908819014,9.12338623332081e-05
sworn,0.0002776168404789494,0.0003686059695503474,9.098912907139797e-05
lifted,0.0003802143684820394,0.0002892856976217916,9.092867086024777e-05
captain,0.0004828118964851294,0.00039193546129404023,9.087643519108915e-05
sun,0.00046470645036693705,0.0005552419034998904,9.053545313295335e-05
reminded,0.000259511394360757,0.0003499423761553931,9.043098179463605e-05
rock,0.0006095500193124758,0.0006998847523107862,9.033473299831034e-05
wet,0.0003440034762456547,0.00043392854643268744,8.992507018703276e-05
knife,0.0002414059482425647,0.0003312787827604388,8.987283451787408e-05
dontos,0.00031382773271533413,0.00022396312073945157,8.986461197588256e-05
let,0.00143636539204326,0.0015257487600375138,8.938336799425373e-05
cleos,0.0002655465430668212,0.00035460827450413163,8.906173143731044e-05
mine,0.00045263615295480883,0.0005412442084536746,8.860805549886581e-05
blew,0.00014484356894553882,0.00023329491743692872,8.84513484913899e-05
uncle,0.00071818269602163,0.0006298962770797075,8.828641894192252e-05
wrong,0.00028968713789107763,0.00037793776624782453,8.82506283567469e-05
falling,0.00022933565083043647,0.0003172810877142231,8.79454368837866e-05
castles,0.00012673812282734646,0.00021463132404197442,8.789320121462796e-05
needs,0.00016898416376979529,0.00025662440918062157,8.764024541082628e-05
ten,0.0004888470451911935,0.0004012672579915174,8.757978719967611e-05
heir,0.00040435496330629584,0.0003172810877142231,8.707387559207276e-05
pushed,0.00040435496330629584,0.0003172810877142231,8.707387559207276e-05
kept,0.00039831981460023173,0.00048525342826881174,8.693361366858001e-05
watch,0.0009957995365005793,0.0010824884169073493,8.668888040676997e-05
anyone,0.00031986288142139824,0.00023329491743692872,8.656796398446952e-05
spoke,0.00031986288142139824,0.000405933156340256,8.607027491885775e-05
alliser,0.00011466782541521824,0.0002006336289957587,8.596580358054046e-05
lips,0.00045867130166087294,0.00037327186789908593,8.539943376178701e-05
steal,0.00012070297412128235,0.00020529952734449727,8.459655322321492e-05
bride,0.00012070297412128235,0.00020529952734449727,8.459655322321492e-05
bone,0.00012070297412128235,0.00020529952734449727,8.459655322321492e-05
screamed,0.0002474410969486288,0.0003312787827604388,8.383768581180997e-05
care,0.00041039011201236,0.00032661288441170023,8.377722760065978e-05
bit,0.00028968713789107763,0.00037327186789908593,8.35847300080083e-05
sometimes,0.00043453070683661645,0.0005179147167099818,8.338400987336535e-05
bring,0.0006759366550791811,0.0005925690902897989,8.336756478938224e-05
flames,0.0004767767477790653,0.000559907801848629,8.313105406956367e-05
part,0.0007362881421398224,0.0006532257688234005,8.30623733164219e-05
stars,0.0002836519891850135,0.0002006336289957587,8.301836018925483e-05
people,0.0005914445731942835,0.0005085829200125046,8.286165318177889e-05
walk,0.0002534762456546929,0.0003359446811091774,8.246843545448447e-05
every,0.0015087871765160294,0.0015910713369198539,8.228416040382451e-05
running,0.00029572228659714174,0.00037793776624782453,8.221547965068279e-05
twice,0.00019312475859405175,0.00027528800257557587,8.216324398152412e-05
meant,0.0005431633835457706,0.000625230378730969,8.206699518519835e-05
right,0.0009957995365005793,0.0010778225185586107,8.202298205803142e-05
torch,0.00021726535341830822,0.0002986174943192688,8.135214090096055e-05
brought,0.0008932020084974893,0.000811866312680512,8.133569581697737e-05
body,0.00029572228659714174,0.00021463132404197442,8.109096255516732e-05
bastard,0.0006517960602549247,0.0007325460407519562,8.074998049703152e-05
hurt,0.00045867130166087294,0.00037793776624782453,8.073353541304841e-05
without,0.0007242178447276941,0.0006438939721259233,8.032387260177088e-05
bound,0.00012070297412128235,0.0002006336289957587,7.993065487447634e-05
sail,0.0002655465430668212,0.0003452764778066545,7.972993473983329e-05
means,0.00028968713789107763,0.00020996542569323584,7.972171219784179e-05
wound,0.00016294901506373117,0.00024262671413440587,7.96776990706747e-05
fine,0.0002474410969486288,0.00032661288441170023,7.917178746307143e-05
shoved,0.00014484356894553882,0.00022396312073945157,7.911955179391275e-05
eyed,0.00014484356894553882,0.00022396312073945157,7.911955179391275e-05
royal,0.00014484356894553882,0.00022396312073945157,7.911955179391275e-05
reach,0.00028968713789107763,0.0003686059695503474,7.891883165926975e-05
later,0.00033193317883352646,0.00041059905468899453,7.866587585546807e-05
painted,0.00012673812282734646,0.00020529952734449727,7.856140451715081e-05
mormont,0.0007362881421398224,0.000657891667172139,7.839647496768335e-05
name,0.0011466782541521823,0.0010684907218611334,7.818753229104887e-05
swear,0.0003440034762456547,0.0002659562058780987,7.804727036755596e-05
crow,0.0002534762456546929,0.0003312787827604388,7.780253710574586e-05
raven,0.00040435496330629584,0.00032661288441170023,7.774207889459561e-05
put,0.0010561510235612206,0.0011338132987434735,7.76622751822529e-05
fallen,0.00033796832753959057,0.00026129030752936017,7.66780200102304e-05
used,0.00040435496330629584,0.00048058752992007314,7.62325666137773e-05
hide,0.00019915990730011587,0.00027528800257557587,7.612809527546001e-05
bread,0.0003560737736577829,0.0002799539009243145,7.611987273346843e-05
hear,0.0013216975666280417,0.0012457948591131994,7.590270751484237e-05
closer,0.0002414059482425647,0.0003172810877142231,7.587513947165839e-05
touched,0.0002414059482425647,0.0003172810877142231,7.587513947165839e-05
remained,0.00032589803012746235,0.0004012672579915174,7.536922786405503e-05
break,0.00022330050212437233,0.0002986174943192688,7.531699219489644e-05
roof,0.00022330050212437233,0.0002986174943192688,7.531699219489644e-05
glanced,0.00033193317883352646,0.00025662440918062157,7.530876965290489e-05
smallwood,0.00016294901506373117,0.0002379608157856673,7.501180072193612e-05
direwolf,0.0003922846658941676,0.0003172810877142231,7.500357817994454e-05
arms,0.0008026747779065276,0.0007278801424032176,7.479463550331001e-05
win,0.00020519505600618,0.0002799539009243145,7.475884491813447e-05
sons,0.0005974797219003476,0.0006718893622183548,7.440964031800717e-05
tourney,0.00018708960988798764,0.00026129030752936017,7.420069764137253e-05
sing,0.00018708960988798764,0.00026129030752936017,7.420069764137253e-05
ser,0.006928350714561607,0.0068542046742969655,7.414604026464121e-05
lay,0.00047074159907300117,0.00039660135964277883,7.414023943022233e-05
riding,0.00032589803012746235,0.000251958510831883,7.393951929557933e-05
sick,0.00012673812282734646,0.0002006336289957587,7.389550616841223e-05
within,0.00040435496330629584,0.0003312787827604388,7.307618054585706e-05
nodded,0.0002776168404789494,0.00020529952734449727,7.231731313445214e-05
edge,0.0001750193124758594,0.0002472926124831444,7.227330000728502e-05
mind,0.0003802143684820394,0.00030794929101674593,7.226507746529347e-05
ned,0.00044056585554268056,0.0003686059695503474,7.195988599233318e-05
laugh,0.00019915990730011587,0.0002706221042268373,7.146219692672146e-05
late,0.0003560737736577829,0.000284619799273053,7.145397438472988e-05
belly,0.0003440034762456547,0.00041526495303773314,7.126147679207846e-05
front,0.00031382773271533413,0.00024262671413440587,7.120101858092826e-05
strong,0.0007785341830822711,0.0008491934994704206,7.065931638814945e-05
sept,0.00028968713789107763,0.000219297222390713,7.038991550036464e-05
crown,0.0005129876400154499,0.0004432603431301646,6.972729688528535e-05
hall,0.00082078022402472,0.0007512096341469105,6.95705898778095e-05
tent,0.00018708960988798764,0.00025662440918062157,6.953479929263393e-05
things,0.0005733391270760912,0.000503917021663766,6.942210541232511e-05
high,0.0010863267670915412,0.0010171658400250092,6.916092706653202e-05
mace,0.00016898416376979529,0.0002379608157856673,6.897665201587201e-05
answer,0.0004888470451911935,0.0004199308513864717,6.891619380472181e-05
strength,0.00044660100424874467,0.00037793776624782453,6.866323800092014e-05
always,0.0011044322132097335,0.0010358294334199636,6.860277978976994e-05
skin,0.00045867130166087294,0.0005272465134074589,6.857521174658595e-05
slipped,0.00015087871765160293,0.000219297222390713,6.841850473911007e-05
served,0.00029572228659714174,0.0003639400712016088,6.821778460446704e-05
daughter,0.0007483584395519506,0.0008165322110292505,6.817377147729994e-05
answered,0.00031986288142139824,0.000251958510831883,6.790437058951522e-05
stranger,0.0001327732715334106,0.0002006336289957587,6.78603574623481e-05
us,0.0022933565083043646,0.0023609445644617185,6.758805615735388e-05
around,0.0015329277713402858,0.001600403133617331,6.747536227704517e-05
girls,0.0002414059482425647,0.00030794929101674593,6.654334277418123e-05
insisted,0.00018105446118192353,0.0002472926124831444,6.623815130122089e-05
years,0.0009294129007338741,0.0008631911945166362,6.622170621723789e-05
silver,0.0006397257628427965,0.0005739054968948447,6.582026594795177e-05
dance,0.00016294901506373117,0.00022862901908819014,6.568000402445897e-05
threw,0.0003500386249517188,0.000284619799273053,6.541882567866577e-05
known,0.00045263615295480883,0.0003872695629453017,6.536659000950715e-05
dogs,0.0003500386249517188,0.00041526495303773314,6.522632808601435e-05
murder,0.00014484356894553882,0.00020996542569323584,6.512185674769703e-05
gown,0.00014484356894553882,0.00020996542569323584,6.512185674769703e-05
songs,0.00014484356894553882,0.00020996542569323584,6.512185674769703e-05
oh,0.0005974797219003476,0.0006625575655208776,6.507784362052996e-05
outside,0.0005129876400154499,0.00044792624147890314,6.50613985365468e-05
fire,0.0014001544998068752,0.0014650920815039124,6.493758169703726e-05
chain,0.00032589803012746235,0.00026129030752936017,6.460772259810218e-05
fires,0.0002836519891850135,0.000219297222390713,6.435476679430053e-05
ride,0.0005914445731942835,0.0005272465134074589,6.419805978682459e-05
suddenly,0.0004164252607184241,0.00048058752992007314,6.416226920164902e-05
set,0.0006517960602549247,0.0005879031919410603,6.389286831386435e-05
whispered,0.00030175743530320585,0.0002379608157856673,6.379661951753856e-05
demanded,0.00015087871765160293,0.00021463132404197442,6.375260639037149e-05
spare,0.00015087871765160293,0.00021463132404197442,6.375260639037149e-05
hold,0.0006095500193124758,0.0005459101068024132,6.363991251006262e-05
realized,0.00029572228659714174,0.00035927417285287023,6.355188625572849e-05
clever,0.000259511394360757,0.00019596773064702012,6.354366371373691e-05
pull,0.00019312475859405175,0.00025662440918062157,6.349965058656982e-05
day,0.0016777713402858247,0.0016144008286635466,6.337051162227806e-05
pale,0.000669901506373117,0.0006065667853360146,6.333472103710238e-05
faces,0.00031986288142139824,0.00025662440918062157,6.323847224077667e-05
remember,0.0005854094244882194,0.0006485598704746618,6.315044598644243e-05
room,0.0005250579374275783,0.00046192393652511884,6.313400090245943e-05
clothes,0.0001750193124758594,0.0002379608157856673,6.29415033098079e-05
grew,0.0003802143684820394,0.0003172810877142231,6.293328076781632e-05
toward,0.0006276554654306683,0.000690552955613309,6.28974901826407e-05
went,0.0015329277713402858,0.0015957372352685924,6.280946392830662e-05
hidden,0.00015691386635766706,0.000219297222390713,6.238335603304593e-05
hope,0.0005069524913093858,0.000569239598546106,6.228710723672022e-05
boots,0.00019915990730011587,0.00026129030752936017,6.213040022924431e-05
neither,0.00031382773271533413,0.000251958510831883,6.18692218834511e-05
word,0.0007242178447276941,0.0006625575655208776,6.166027920681658e-05
surely,0.00018105446118192353,0.00024262671413440587,6.157225295248234e-05
often,0.0003741792197759753,0.0003126151893654845,6.156403041049081e-05
broken,0.0005793742757821553,0.0005179147167099818,6.145955907217347e-05
broke,0.00032589803012746235,0.0003872695629453017,6.137153281783933e-05
happened,0.00022330050212437233,0.000284619799273053,6.131929714868069e-05
fall,0.00043453070683661645,0.00037327186789908593,6.125883893753052e-05
table,0.0006397257628427965,0.0005785713952435833,6.115436759921323e-05
steps,0.0005129876400154499,0.0005739054968948447,6.0917856879394764e-05
onto,0.00030779258400926996,0.0003686059695503474,6.081338554107742e-05
stronger,0.00014484356894553882,0.00020529952734449727,6.045595839895845e-05
watched,0.0005129876400154499,0.00045259213982764174,6.03955001878082e-05
whole,0.0003681440710699112,0.00030794929101674593,6.019478005316525e-05
davos,0.001339803012746234,0.0013997695046215723,5.996649187533826e-05
tight,0.0002836519891850135,0.00022396312073945157,5.968886844556195e-05
unless,0.00016898416376979529,0.00022862901908819014,5.964485531839486e-05
joff,0.00031382773271533413,0.00037327186789908593,5.94441351837518e-05
warned,0.0002112302047122441,0.0002706221042268373,5.939189951459321e-05
joined,0.00015087871765160293,0.00020996542569323584,5.9086708041632916e-05
fast,0.00023537079953650058,0.0002939515959705302,5.858079643402959e-05
pray,0.00031986288142139824,0.00026129030752936017,5.8572573892038066e-05
large,0.0002776168404789494,0.000219297222390713,5.831961808823642e-05
sang,0.0001750193124758594,0.00023329491743692872,5.8275604961069324e-05
horn,0.00031986288142139824,0.00037793776624782453,5.8074884826426294e-05
wonder,0.00029572228659714174,0.0002379608157856673,5.776147081147445e-05
beat,0.00019915990730011587,0.00025662440918062157,5.7464501880505705e-05
highgarden,0.0002414059482425647,0.0002986174943192688,5.7211546076704083e-05
courage,0.0002715816917728853,0.00021463132404197442,5.695036773091088e-05
peace,0.0002715816917728853,0.00021463132404197442,5.695036773091088e-05
time,0.0025468327539590577,0.0026035712785961243,5.673852463706662e-05
true,0.000983729239088451,0.0009285137713989763,5.521546768947477e-05
gate,0.0006336906141367324,0.0005785713952435833,5.5119218893149116e-05
honor,0.000519022788721514,0.0005739054968948447,5.488270817333065e-05
murdered,0.00015087871765160293,0.00020529952734449727,5.442080969289434e-05
learn,0.000259511394360757,0.00020529952734449727,5.421186701625976e-05
anything,0.00036210892236384707,0.00030794929101674593,5.415963134710114e-05
led,0.0004224604094244882,0.0003686059695503474,5.3854439874140845e-05
days,0.0005854094244882194,0.0006392280737771847,5.381864928896533e-05
seen,0.0010199401313248358,0.0010731566202098722,5.321648888503643e-05
smiled,0.0006457609115488606,0.0005925690902897989,5.319182125906169e-05
run,0.00045867130166087294,0.000405933156340256,5.273814532061696e-05
past,0.0008690614136732329,0.0008165322110292505,5.2529202643982376e-05
eyes,0.0025347624565469295,0.0024822579215289216,5.2504535018007854e-05
telling,0.00018105446118192353,0.00023329491743692872,5.2240456255005186e-05
small,0.0010923619157976053,0.0010404953317687021,5.186658402890317e-05
light,0.0008449208188489765,0.0007932027192855577,5.1718099563418784e-05
roose,0.00016294901506373117,0.00021463132404197442,5.168230897824324e-05
sky,0.00041039011201236,0.00046192393652511884,5.153382451275883e-05
times,0.00045263615295480883,0.000503917021663766,5.128086870895721e-05
grabbed,0.0002655465430668212,0.00021463132404197442,5.091521902484677e-05
trust,0.0002655465430668212,0.00021463132404197442,5.091521902484677e-05
weak,0.00018708960988798764,0.0002379608157856673,5.087120589767965e-05
someone,0.0005371282348397065,0.0005879031919410603,5.077495710135386e-05
morning,0.0005733391270760912,0.0005225806150587203,5.075851201737081e-05
older,0.00032589803012746235,0.00027528800257557587,5.061002755188648e-05
tommen,0.0003440034762456547,0.0002939515959705302,5.005188027512451e-05
vargo,0.00015087871765160293,0.0002006336289957587,4.9754911344155765e-05
decided,0.00015087871765160293,0.0002006336289957587,4.9754911344155765e-05
better,0.0011647837002703746,0.0011151497053485194,4.963399492185529e-05
none,0.00039831981460023173,0.00044792624147890314,4.960642687867141e-05
come,0.0025830436461954424,0.002533582803365046,4.946084283039649e-05
names,0.0002776168404789494,0.00022862901908819014,4.8987821390759266e-05
catch,0.0001750193124758594,0.00022396312073945157,4.894380826359217e-05
sat,0.0007121475473155658,0.0007605414308443876,4.839388352882181e-05
saan,0.00015691386635766706,0.00020529952734449727,4.83856609868302e-05
long,0.002619254538431827,0.0025709099901549547,4.834454827687233e-05
neck,0.0005069524913093858,0.0005552419034998904,4.828941219050457e-05
needed,0.00030175743530320585,0.0003499423761553931,4.818494085218723e-05
promised,0.0003560737736577829,0.00030794929101674593,4.8124482641036974e-05
fight,0.0006336906141367324,0.0006812211589158319,4.753054477909949e-05
making,0.00033193317883352646,0.000284619799273053,4.731337956047344e-05
gold,0.0013760139049826187,0.0014230989963652653,4.7085091382646554e-05
slid,0.00028968713789107763,0.00024262671413440587,4.706042375667176e-05
companions,0.00016294901506373117,0.00020996542569323584,4.701641062950467e-05
stopped,0.00030779258400926996,0.00035460827450413163,4.6815690494861665e-05
whore,0.0002474410969486288,0.0002006336289957587,4.680746795287011e-05
flew,0.00020519505600618,0.000251958510831883,4.676345482570302e-05
village,0.0002474410969486288,0.0002939515959705302,4.651049902190137e-05
lord,0.009149285438393202,0.009103167678388958,4.61177600042436e-05
towers,0.00032589803012746235,0.0002799539009243145,4.5944129203147875e-05
eat,0.0003741792197759753,0.0004199308513864717,4.57516316104964e-05
leave,0.0008268153727307841,0.0008725229912141134,4.5707618483329304e-05
seems,0.0002836519891850135,0.0002379608157856673,4.5691173399346226e-05
grown,0.0002836519891850135,0.0002379608157856673,4.5691173399346226e-05
scarcely,0.00019312475859405175,0.0002379608157856673,4.483605719161554e-05
thin,0.00046470645036693705,0.0004199308513864717,4.477559898046537e-05
met,0.00023537079953650058,0.0002799539009243145,4.458310138781389e-05
crows,0.00031986288142139824,0.00027528800257557587,4.457487884582237e-05
pyke,0.00031986288142139824,0.00027528800257557587,4.457487884582237e-05
imp,0.0002776168404789494,0.0003219469860629616,4.4330145584012216e-05
feared,0.0001750193124758594,0.000219297222390713,4.42779099148536e-05
master,0.00031986288142139824,0.0003639400712016088,4.407718978021054e-05
either,0.00036210892236384707,0.000405933156340256,4.382423397640892e-05
dawn,0.00029572228659714174,0.000251958510831883,4.376377576525872e-05
tall,0.0005793742757821553,0.0005365783101049361,4.2795965677219164e-05
narrow,0.00028968713789107763,0.0002472926124831444,4.239452540793321e-05
dreamed,0.0002474410969486288,0.00020529952734449727,4.214156960413154e-05
rise,0.0002474410969486288,0.00020529952734449727,4.214156960413154e-05
tarly,0.00020519505600618,0.0002472926124831444,4.2097556476964416e-05
knows,0.0002474410969486288,0.0002892856976217916,4.184460067316282e-05
sense,0.0002655465430668212,0.00022396312073945157,4.158342232736962e-05
follow,0.00018708960988798764,0.00022862901908819014,4.15394092002025e-05
mean,0.0007845693317883352,0.0008258640077267276,4.129467593839238e-05
thank,0.0002836519891850135,0.00024262671413440587,4.102527505060765e-05
janos,0.0002836519891850135,0.00024262671413440587,4.102527505060765e-05
lead,0.00016898416376979529,0.00020996542569323584,4.098126192344056e-05
torches,0.0002414059482425647,0.0002006336289957587,4.0772319246806e-05
likely,0.0002414059482425647,0.0002006336289957587,4.0772319246806e-05
comes,0.0002414059482425647,0.0002006336289957587,4.0772319246806e-05
daughters,0.0002112302047122441,0.000251958510831883,4.072830611963891e-05
along,0.0008087099266125917,0.0008491934994704206,4.0483572857828894e-05
many,0.0012613460795674006,0.0013017856392980622,4.043955973066153e-05
somehow,0.000259511394360757,0.000219297222390713,4.021417197004403e-05
best,0.0007483584395519506,0.0007885368209368191,4.0178381384868545e-05
go,0.0020459154113557356,0.002006336289957587,3.957912139814857e-05
soft,0.0005250579374275783,0.0005645737001973675,3.951576276978923e-05
learned,0.00021726535341830822,0.00025662440918062157,3.9359055762313346e-05
dying,0.00021726535341830822,0.00025662440918062157,3.9359055762313346e-05
blood,0.0016536307454615682,0.0016144008286635466,3.9229916798021614e-05
drank,0.00019915990730011587,0.0002379608157856673,3.880090848555143e-05
wine,0.0012191000386249516,0.0011804722822308592,3.862775639409239e-05
forget,0.00018105446118192353,0.000219297222390713,3.824276120878946e-05
shoulders,0.0003741792197759753,0.0003359446811091774,3.823453866679791e-05
sorry,0.00022330050212437233,0.00026129030752936017,3.798980540498784e-05
dothraki,0.00022330050212437233,0.00026129030752936017,3.798980540498784e-05
recall,0.00016294901506373117,0.0002006336289957587,3.768461393202752e-05
ravens,0.0002474410969486288,0.00020996542569323584,3.747567125539296e-05
dressed,0.00020519505600618,0.00024262671413440587,3.743165812822587e-05
agreed,0.0002474410969486288,0.000284619799273053,3.717870232442422e-05
covered,0.0003681440710699112,0.0003312787827604388,3.68652883094724e-05
wait,0.00032589803012746235,0.0002892856976217916,3.6612332505670724e-05
woods,0.00016898416376979529,0.00020529952734449727,3.631536357470198e-05
meet,0.00016898416376979529,0.00020529952734449727,3.631536357470198e-05
targaryen,0.00016898416376979529,0.00020529952734449727,3.631536357470198e-05
ground,0.0005914445731942835,0.0005552419034998904,3.6202669694393084e-05
laughter,0.0002414059482425647,0.00020529952734449727,3.6106420898067426e-05
move,0.0002112302047122441,0.0002472926124831444,3.6062407770900306e-05
blind,0.0002112302047122441,0.0002472926124831444,3.6062407770900306e-05
pretty,0.000259511394360757,0.00022396312073945157,3.5548273621305456e-05
swore,0.00019312475859405175,0.00022862901908819014,3.550426049413839e-05
flowers,0.00019312475859405175,0.00022862901908819014,3.550426049413839e-05
teeth,0.000567303978370027,0.0005319124117561974,3.53915666138296e-05
lion,0.00031986288142139824,0.000284619799273053,3.5243082148345216e-05
even,0.0031563827732715333,0.003191474470537185,3.509169726565158e-05
wounded,0.0001750193124758594,0.00020996542569323584,3.494611321737645e-05
wore,0.0004828118964851294,0.00044792624147890314,3.488565500622625e-05
spear,0.0004224604094244882,0.0004572580381763803,3.479762875189206e-05
everyone,0.00023537079953650058,0.0002006336289957587,3.473717054074189e-05
bow,0.00021726535341830822,0.000251958510831883,3.46931574135748e-05
angry,0.00033796832753959057,0.0003032833926680073,3.4684934871583245e-05
pass,0.00029572228659714174,0.00026129030752936017,3.443197906778157e-05
live,0.00029572228659714174,0.00026129030752936017,3.443197906778157e-05
remembered,0.0006095500193124758,0.0006438939721259233,3.434395281344744e-05
like,0.0037297219003476247,0.0036953914922009507,3.433040814667396e-05
alone,0.0005069524913093858,0.0005412442084536746,3.429171714428882e-05
tale,0.0002534762456546929,0.000219297222390713,3.417902326397992e-05
sound,0.0007966396292004635,0.0008305299060754663,3.389027687500281e-05
wings,0.0002414059482425647,0.00027528800257557587,3.388205433301118e-05
slowly,0.0002414059482425647,0.00027528800257557587,3.388205433301118e-05
left,0.0015812089609887987,0.0016144008286635466,3.319186767474793e-05
clean,0.0002474410969486288,0.00021463132404197442,3.2809772906654386e-05
lived,0.00020519505600618,0.0002379608157856673,3.276575977948729e-05
moving,0.00020519505600618,0.0002379608157856673,3.276575977948729e-05
ugly,0.00020519505600618,0.0002379608157856673,3.276575977948729e-05
show,0.0003500386249517188,0.0003826036645965631,3.256503964484429e-05
understand,0.0002474410969486288,0.0002799539009243145,3.251280397568567e-05
feet,0.0012553109308613365,0.0012877879442518465,3.2477013390509995e-05
climbed,0.00032589803012746235,0.0002939515959705302,3.1946434156932175e-05
need,0.00143636539204326,0.0014044354029703109,3.192998907294918e-05
quick,0.00031382773271533413,0.0003452764778066545,3.144874509132035e-05
naked,0.0002414059482425647,0.00020996542569323584,3.144052254932885e-05
heart,0.0007966396292004635,0.0007652073291931262,3.14323000073373e-05
sounded,0.0002112302047122441,0.00024262671413440587,3.139650942216176e-05
child,0.0007543935882580147,0.000723214244054479,3.1179344203535676e-05
hung,0.00030175743530320585,0.0002706221042268373,3.113533107636853e-05
serve,0.00040435496330629584,0.00037327186789908593,3.108309540720991e-05
knight,0.0013035921205098494,0.0013344469277392322,3.085480722938281e-05
fish,0.00031986288142139824,0.0002892856976217916,3.057718379960661e-05
inside,0.0006276554654306683,0.0005972349886385376,3.0420476792130703e-05
aside,0.0003802143684820394,0.00041059905468899453,3.0384686206955135e-05
aegon,0.0002776168404789494,0.00030794929101674593,3.0332450537796517e-05
stepped,0.0002776168404789494,0.00030794929101674593,3.0332450537796517e-05
bay,0.0001750193124758594,0.00020529952734449727,3.028021486863787e-05
sleep,0.0006457609115488606,0.0006158985820334919,2.9862329515368733e-05
softly,0.00019915990730011587,0.00022862901908819014,2.946911178807428e-05
frightened,0.00019915990730011587,0.00022862901908819014,2.946911178807428e-05
wind,0.0008690614136732329,0.0008398617027729434,2.9199710900289525e-05
kingdoms,0.0002836519891850135,0.0003126151893654845,2.8963200180470955e-05
drink,0.0002836519891850135,0.0003126151893654845,2.8963200180470955e-05
ago,0.0002715816917728853,0.00024262671413440587,2.895497763847943e-05
pointed,0.00032589803012746235,0.00035460827450413163,2.871024437666928e-05
arryn,0.00028968713789107763,0.00026129030752936017,2.839683036171746e-05
halfhand,0.00028968713789107763,0.00026129030752936017,2.839683036171746e-05
away,0.001955388180764774,0.0019270160180290313,2.8372162735742666e-05
moment,0.0007604287369640788,0.0007325460407519562,2.7882696212122582e-05
knee,0.0002474410969486288,0.00027528800257557587,2.784690562694707e-05
together,0.0006155851680185399,0.0005879031919410603,2.768197607747958e-05
offered,0.00028968713789107763,0.0003172810877142231,2.7593949823145447e-05
pleased,0.0002655465430668212,0.0002379608157856673,2.7585727281153894e-05
told,0.0026916763229045963,0.002664227957129726,2.7448365774870257e-05
west,0.00033193317883352646,0.00035927417285287023,2.734099401934377e-05
matter,0.0005310930861336424,0.000503917021663766,2.7176064469876336e-05
thought,0.0029451525685592894,0.002972177248146472,2.7024679587182594e-05
world,0.0005009173426033217,0.0005272465134074589,2.6329170804137176e-05
sure,0.00039831981460023173,0.0004245967497352103,2.6276935134978557e-05
opened,0.00044056585554268056,0.00046658983487385744,2.602397933117688e-05
steward,0.0001750193124758594,0.0002006336289957587,2.5614316519899296e-05
cloak,0.001080291618385477,0.001105817908651042,2.5526290265564947e-05
war,0.0006880069524913094,0.0006625575655208776,2.5449386970431806e-05
